subsystem	component	bundle_path	adapted_system_types	component_dependency_count	component_dependencies	third_party_dependency_count	third_party_dependencies	sub_component_target_count	sub_component_targets	inner_kit_count	test_entry_count	test_entries
hiviewdfx	hiviewdfx_cangjie_wrapper	base/hiviewdfx/hiviewdfx_cangjie_wrapper/bundle.json	standard	4	cangjie_ark_interop,hiappevent,hilog,hitrace	0		5	//base/hiviewdfx/hiviewdfx_cangjie_wrapper/ohos/hilog:ohos.hilog,//base/hiviewdfx/hiviewdfx_cangjie_wrapper/ohos/hiviewdfx:ohos.hiviewdfx,//base/hiviewdfx/hiviewdfx_cangjie_wrapper/ohos/hiviewdfx/hi_app_event:ohos.hiviewdfx.hi_app_event,//base/hiviewdfx/hiviewdfx_cangjie_wrapper/ohos/hi_trace_meter:ohos.hi_trace_meter,//base/hiviewdfx/hiviewdfx_cangjie_wrapper/kit/PerformanceAnalysisKit:kit.PerformanceAnalysisKit	4	0	
ide	previewer	ide/tools/previewer/bundle.json	mini,standard	5	ace_engine,window_manager,ability_runtime,graphic_2d,zlib	4	bounds_checking_function,libjpeg-turbo,libwebsockets,cJSON	11	//ide/tools/previewer/cli:cli_lite,//ide/tools/previewer/cli:cli_rich,//ide/tools/previewer/jsapp:jsapp_lite,//ide/tools/previewer/jsapp:jsapp_rich,//ide/tools/previewer/mock:mock_lite,//ide/tools/previewer/mock:mock_rich,//ide/tools/previewer/util:util_lite,//ide/tools/previewer/util:util_rich,//ide/tools/previewer:rich_previewer,//ide/tools/previewer:lite_previewer,//ide/tools/previewer/jsapp/rich/external:ide_extension	2	0	
inputmethod	imf	base/inputmethod/imf/bundle.json	standard	38	init,napi,samgr,common_event_service,ipc,eventhandler,bundle_framework,ability_runtime,hilog,ability_base,safwk,input,c_utils,access_token,i18n,window_manager,os_account,hisysevent,hitrace,ffrt,graphic_2d,config_policy,data_share,resource_schedule_service,memmgr,hicollie,resource_management,screenlock_mgr,cJSON,icu,selinux_adapter,runtime_core,ace_engine,hiview,api_metrics,ets_frontend,node,libuv	0		0		7	2	//base/inputmethod/imf/test/fuzztest:fuzztest,//base/inputmethod/imf/test/unittest:unittest
iothardware	peripheral	base/iothardware/peripheral/bundle.json	mini	0		0		1	//base/iothardware/peripheral:iothardware	0	0	
kernel	linux	kernel/linux/build/bundle.json	standard	1	bounds_checking_function	0		1	//kernel/linux/build:linux_kernel	0	1	//kernel/linux/build/test:linuxkerneltest
kernel	liteos_a	kernel/liteos_a/bundle.json	small	0		12	bounds_checking_function,toybox,NuttX,FatFs,mksh,musl,mbedtls,FreeBSD,zlib,lwip,optimized-routines,googletest	1	//kernel/liteos_a:liteos_a	0	0	
kernel	liteos_m	kernel/liteos_m/bundle.json	mini	1	utils_lite	6	bounds_checking_function,cmsis,FatFs,littlefs,lwip,musl	2	//kernel/liteos_m:kernel,//kernel/liteos_m:build_kernel_image	0	0	
kernel	uniproton	kernel/uniproton/bundle.json	mini	1	utils_lite	1	bounds_checking_function	2	//kernel/uniproton:kernel,//kernel/uniproton:build_kernel_image	0	0	
location	location	base/location/location/bundle.json	standard	48	ability_base,ability_runtime,access_token,background_task_mgr,bundle_framework,call_manager,cellular_data,common_event_service,core_service,c_utils,data_share,drivers_interface_location_agnss,drivers_interface_location_gnss,drivers_interface_location_geofence,eventhandler,ffrt,form_fwk,hdf_core,hiappevent,hicollie,hisysevent,hiview,hilog,icu,i18n,init,input,ipc,libuv,napi,os_account,relational_store,resource_schedule_service,runtime_core,safwk,samgr,selinux_adapter,sms_mms,wifi,window_manager,bluetooth,distributed_notification_service,image_framework,device_standby,time_service,netmanager_base,cJSON,json	0		0		6	10	//base/location/location/test/location_common:unittest,//base/location/location/test/location_geocode:unittest,//base/location/location/test/location_geofence:unittest,//base/location/location/test/location_gnss:unittest,//base/location/location/test/location_locator:unittest,//base/location/location/test/location_manager:unittest,//base/location/location/test/location_network:unittest,//base/location/location/test/location_passive:unittest,//base/location/location/test/location_mock_ipc:unittest,//base/location/location/test/fuzztest:fuzztest
location	location_cangjie_wrapper	base/location/location_cangjie_wrapper/bundle.json	standard	3	cangjie_ark_interop,hiviewdfx_cangjie_wrapper,location	0		2	//base/location/location_cangjie_wrapper/ohos/geo_location_manager:ohos.geo_location_manager,//base/location/location_cangjie_wrapper/kit/LocationKit:kit.LocationKit	2	0	
msdp	device_status	base/msdp/device_status/bundle.json	standard	49	ability_runtime,accessibility,access_token,ace_engine,bundle_framework,cJSON,hicollie,hilog,ipc,safwk,samgr,c_utils,common_event_service,napi,image_framework,eventhandler,device_manager,sensor,init,input,json,hisysevent,window_manager,hitrace,ability_base,graphic_2d,udmf,device_info_manager,dsoftbus,ylong_runtime,dfs_service,qos_manager,memmgr,os_account,libxml2,wifi,power_manager,resource_schedule_service,motion,libuv,data_share,rust_libc,hiappevent,runtime_core,time_service,openssl,node,egl,opengles	1	jsoncpp	0		6	4	//base/msdp/device_status:device_status_tests,//base/msdp/device_status/test/fuzztest:device_status_fuzztest,//base/msdp/device_status/test/fuzztest/inputevent_fuzzer:fuzztest,//base/msdp/device_status/test/fuzztest/dragdatautil_fuzzer:fuzztest
multimedia	audio_framework	foundation/multimedia/audio_framework/bundle.json	standard	60	ability_base,ability_runtime,access_token,accessibility,bluetooth,bundle_framework,background_task_mgr,c_utils,cJSON,cellular_data,common_event_service,config_policy,core_service,data_share,device_manager,distributed_notification_service,drivers_interface_audio,drivers_interface_distributed_audio,drivers_interface_bluetooth,eventhandler,ffrt,hdf_core,hicollie,hisysevent,hitrace,hiview,hilog,i18n,image_framework,init,input,ipc,kv_store,libxml2,napi,os_account,power_manager,resource_management,resource_schedule_service,safwk,samgr,sensor,bounds_checking_function,sonic,pulseaudio,libuv,libxml2,cJSON,opensles,qos_manager,media_foundation,runtime_core,usb_manager,ringtone_library,frame_aware_sched,window_manager,call_manager,icu,json,ets_frontend	0		0		23	11	//foundation/multimedia/audio_framework/test:audio_unit_test,//foundation/multimedia/audio_framework/test:audio_module_test,//foundation/multimedia/audio_framework/test:audio_fuzz_test,//foundation/multimedia/audio_framework/test:audio_benchmark_test,//foundation/multimedia/audio_framework/frameworks/native/audiorenderer:audio_renderer_test_packages,//foundation/multimedia/audio_framework/frameworks/native/audiocapturer:audio_capturer_test_packages,//foundation/multimedia/audio_framework/frameworks/native/audioloopback:audio_loopback_test_packages,//foundation/multimedia/audio_framework/frameworks/native/opensles:audio_opensles_test_packages,//foundation/multimedia/audio_framework/frameworks/native/toneplayer:audio_toneplayer_test,//foundation/multimedia/audio_framework/services/audio_service:audio_service_test_packages,//foundation/multimedia/audio_framework/services/audio_policy:audio_policy_test_packages
multimedia	audio_lite	foundation/multimedia/audio_lite/bundle.json	mini,small	0		1	bounds_checking_function	1	//foundation/multimedia/audio_lite/frameworks:audio_capturer_lite	0	0	
multimedia	av_codec	foundation/multimedia/av_codec/bundle.json	standard	47	opus,access_token,netmanager_base,bounds_checking_function,c_utils,dav1d,drivers_interface_codec,drivers_interface_display,eventhandler,graphic_2d,graphic_surface,hdf_core,hiappevent,hicollie,hidumper,hilog,hisysevent,hitrace,init,ipc,qos_manager,safwk,samgr,window_manager,media_foundation,audio_framework,drm_framework,ffmpeg,lame,opencore-amr,libvpx,libxml2,video_processing_engine,curl,openssl,hiview,cJSON,bundle_framework,openmax,memory_utils,config_policy,json,resource_schedule_service,certificate_manager,api_metrics,egl,opengles	0		0		21	5	//foundation/multimedia/av_codec/test:av_codec_demo_test,//foundation/multimedia/av_codec/test:av_codec_unit_test,//foundation/multimedia/av_codec/test:av_codec_module_test,//foundation/multimedia/av_codec/test:av_codec_fuzz_test,//foundation/multimedia/av_codec/test:video_codec_unit_test
multimedia	av_session	foundation/multimedia/av_session/bundle.json	standard	39	ability_base,ability_runtime,cJSON,data_share,json,init,access_token,ace_engine,audio_framework,bundle_framework,c_utils,cast_engine,curl,data_object,device_manager,dsoftbus,eventhandler,graphic_surface,hilog,hisysevent,hitrace,input,ipc,image_framework,napi,safwk,samgr,distributed_notification_service,relational_store,runtime_core,window_manager,background_task_mgr,bluetooth,os_account,hicollie,openssl,bounds_checking_function,ets_frontend,taihe_ffi_gen	0		0		5	13	//foundation/multimedia/av_session/frameworks/native/ohavsession/test/unittest:oh_av_session_unittest,//foundation/multimedia/av_session/frameworks/native/session/test/unittest:av_session_unittest,//foundation/multimedia/av_session/frameworks/native/session/test/unittest/napi/avsession_jsunittest:jsunittest,//foundation/multimedia/av_session/frameworks/native/session/test/unittest/napi/avsession_controller_jsunittest:jsunittest,//foundation/multimedia/av_session/frameworks/native/session/test/fuzztest:fuzztest,//foundation/multimedia/av_session/frameworks/native/session/test/benchmarktest:benchmarktest,//foundation/multimedia/av_session/interfaces/inner_api/native/session/test/fuzztest/avcontrolcommand_fuzzer:fuzztest,//foundation/multimedia/av_session/interfaces/inner_api/native/session/test/fuzztest/avmetadata_fuzzer:fuzztest,//foundation/multimedia/av_session/interfaces/inner_api/native/session/test/fuzztest/avplaybackstate_fuzzer:fuzztest,//foundation/multimedia/av_session/interfaces/inner_api/native/session/test/fuzztest/avsessiondescriptor_fuzzer:fuzztest,//foundation/multimedia/av_session/interfaces/inner_api/native/session/test/fuzztest/avsessionpixelmap_fuzzer:fuzztest,//foundation/multimedia/av_session/services/session/server/test:av_session_server_unittest,//foundation/multimedia/av_session/services/session/server/test/fuzztest:fuzztest
multimedia	camera_framework	foundation/multimedia/camera_framework/bundle.json	standard	51	ability_base,ability_runtime,access_token,ace_engine,audio_framework,av_codec,bounds_checking_function,bundle_framework,c_utils,common_event_service,config_policy,data_share,device_manager,distributed_notification_service,drivers_interface_camera,drivers_interface_display,eventhandler,graphic_2d,graphic_surface,hdf_core,hicollie,hilog,hisysevent,hitrace,i18n,init,ipc,image_effect,image_framework,libexif,media_foundation,media_library,runtime_core,napi,os_account,qos_manager,resource_management,resource_schedule_service,safwk,samgr,sensor,thermal_manager,battery_manager,power_manager,window_manager,memmgr,e2fsprogs,libxml2,openssl,icu,storage_service	0		0		10	2	//foundation/multimedia/camera_framework/common/test/unittest:camera_common_utils_test,//foundation/multimedia/camera_framework/frameworks/native/camera/test/unittest/camera_ndk_unittest:camera_ndk_test
multimedia	camera_lite	foundation/multimedia/camera_lite/bundle.json	mini,small	3	hilog_lite,permission_lite,surface_lite	1	bounds_checking_function	1	//foundation/multimedia/camera_lite/frameworks:camera_lite	0	0	
multimedia	drm_framework	foundation/multimedia/drm_framework/bundle.json	standard	26	ability_base,ability_runtime,access_token,curl,safwk,napi,samgr,hitrace,ipc,hisysevent,c_utils,hilog,hidumper,hicollie,hdf_core,eventhandler,bundle_framework,drivers_interface_drm,memmgr,hiappevent,json,init,data_share,os_account,runtime_core,netmanager_base	0		0		5	3	//foundation/multimedia/drm_framework/frameworks/native/test:drmframeworktest,//foundation/multimedia/drm_framework/frameworks/native/test/unittest:drm_framework_capi_unittest_v1_0,//foundation/multimedia/drm_framework/frameworks/native/test/fuzztest:drm_framework_capi_fuzztest_v1_0
multimedia	image_effect	foundation/multimedia/image_effect/bundle.json	standard	16	hitrace,hilog,napi,image_framework,graphic_2d,graphic_surface,c_utils,ability_base,bounds_checking_function,cJSON,drivers_interface_display,hisysevent,libexif,qos_manager,video_processing_engine,skia	2	egl,opengles	1	//foundation/multimedia/image_effect:image_effect	2	1	//foundation/multimedia/image_effect/test:image_effect_test
multimedia	image_framework	foundation/multimedia/image_framework/bundle.json	standard	44	ability_runtime,access_token,bounds_checking_function,bundle_framework,c_utils,graphic_2d,graphic_surface,hichecker,hitrace,hilog,hisysevent,ipc,napi,zlib,init,memory_utils,drivers_interface_codec,drivers_interface_display,hdf_core,memmgr,libjpeg-turbo,libexif,libpng,opencl-headers,ffmpeg,astc-encoder,skia,samgr,resource_management,json,ffrt,openmax,os_account,runtime_core,qos_manager,eventhandler,ets_runtime,libtiff,api_metrics,dav1d,xmp_toolkit_sdk,egl,opengles,jsoncpp	0		4	//foundation/multimedia/image_framework:image_framework,//foundation/multimedia/image_framework:plugins,//foundation/multimedia/image_framework/frameworks/kits/taihe:image_framework_taihe,//foundation/multimedia/image_framework/frameworks/kits/taihe:image_framework_taihe_gen_only	22	2	//foundation/multimedia/image_framework/frameworks/innerkitsimpl/test:unittest,//foundation/multimedia/image_framework/frameworks/innerkitsimpl/test/fuzztest:fuzztest
multimedia	media_foundation	foundation/multimedia/media_foundation/bundle.json	mini,small,standard	30	ability_base,hilog,hilog_lite,hitrace,audio_framework,openmax,drivers_interface_display,drivers_interface_codec,graphic_2d,graphic_surface,hdf_core,c_utils,init,player_framework,ipc,ffrt,ffmpeg,bounds_checking_function,pulseaudio,hisysevent,window_manager,curl,safwk,samgr,skia,bundle_framework,image_framework,qos_manager,resource_schedule_service,memory_utils	1	curl	3	//foundation/multimedia/media_foundation:histreamer,//foundation/multimedia/media_foundation:media_foundation,//foundation/multimedia/media_foundation/services/media_monitor:media_monitor_packages	9	3	//foundation/multimedia/media_foundation/test:histreamer_test,//foundation/multimedia/media_foundation/tests:media_foundation_unit_test,//foundation/multimedia/media_foundation/services/media_monitor/test/unittest:media_monitor_unit_test
multimedia	media_library	foundation/multimedia/media_library/bundle.json	small,standard	72	ability_base,ability_runtime,access_token,ace_engine,app_file_service,battery_manager,bundle_framework,c_utils,cellular_data,camera_framework,core_service,common_event_service,data_share,device_manager,dfs_service,drivers_interface_display,drivers_interface_usb,e2fsprogs,eventhandler,file_api,graphic_2d,graphic_surface,hicollie,hilog,hisysevent,hitrace,huks,i18n,icu,image_effect,init,ipc,kv_store,libexif,memory_utils,memmgr,image_framework,napi,resource_management,resource_schedule_service,runtime_core,os_account,player_framework,power_manager,relational_store,safwk,samgr,security_component_manager,storage_service,thermal_manager,usb_manager,window_manager,background_task_mgr,ffrt,preferences,wifi,libxml2,zlib,device_standby,libfuse,netmanager_base,openssl,jsoncpp,image_framework,media_foundation,qos_manager,hiappevent,ets_frontend,json,drivekit_native,bounds_checking_function,form_fwk	0		0		13	2	//foundation/multimedia/media_library/frameworks/innerkitsimpl/test:test,//foundation/multimedia/media_library/frameworks/innerkitsimpl/test/fuzztest:media_library_fuzztest
multimedia	media_lite	foundation/multimedia/media_lite/bundle.json	mini,small	5	hilog_lite,audio_lite,camera_lite,permission_lite,init	1	bounds_checking_function	7	//foundation/multimedia/media_lite/frameworks/recorder_lite:recorder_lite,//foundation/multimedia/media_lite/frameworks/player_lite:player_lite,//foundation/multimedia/media_lite/services:media_lite,//foundation/multimedia/camera_lite/test:lite_camera_test,//foundation/multimedia/media_lite/test/unittest:lite_medialite_test,//foundation/multimedia/audio_lite/test:lite_audio_test,//foundation/multimedia/media_lite/interfaces/kits/player_lite/js/builtin:audio_lite_api	0	0	
multimedia	media_utils_lite	foundation/multimedia/media_utils_lite/bundle.json	mini,small	0		0		0		1	0	
multimedia	midi_framework	foundation/multimedia/midi_framework/bundle.json	standard,small,mini	15	ability_base,access_token,bluetooth,c_utils,common_event_service,hicollie,hitrace,hilog,init,ipc,qos_manager,safwk,samgr,usb_manager,drivers_interface_midi	0		0		0	3	//foundation/multimedia/midi_framework/test:midi_unit_test,//foundation/multimedia/midi_framework/test:midi_demo_test,//foundation/multimedia/midi_framework/test:midi_fuzz_test
multimedia	multimedia_cangjie_wrapper	foundation/multimedia/multimedia_cangjie_wrapper/bundle.json	standard	11	ability_cangjie_wrapper,bundlemanager_cangjie_wrapper,cangjie_ark_interop,distributeddatamgr_cangjie_wrapper,global_cangjie_wrapper,graphic_cangjie_wrapper,hiviewdfx_cangjie_wrapper,media_library,camera_framework,image_framework,player_framework	0		9	//foundation/multimedia/multimedia_cangjie_wrapper/ohos/multimedia:ohos.multimedia,//foundation/multimedia/multimedia_cangjie_wrapper/ohos/multimedia/image:ohos.multimedia.image,//foundation/multimedia/multimedia_cangjie_wrapper/ohos/multimedia/media:ohos.multimedia.media,//foundation/multimedia/multimedia_cangjie_wrapper/ohos/multimedia/camera:ohos.multimedia.camera,//foundation/multimedia/multimedia_cangjie_wrapper/ohos/file/photo_access_helper:ohos.file.photo_access_helper,//foundation/multimedia/multimedia_cangjie_wrapper/kit/MediaLibraryKit:kit.MediaLibraryKit,//foundation/multimedia/multimedia_cangjie_wrapper/kit/ImageKit:kit.ImageKit,//foundation/multimedia/multimedia_cangjie_wrapper/kit/MediaKit:kit.MediaKit,//foundation/multimedia/multimedia_cangjie_wrapper/kit/CameraKit:kit.CameraKit	3	0	
multimedia	player_framework	foundation/multimedia/player_framework/bundle.json	standard	68	openssl,av_session,ets_runtime,safwk,hilog,window_manager,napi,samgr,hitrace,audio_framework,ipc,graphic_2d,graphic_surface,hisysevent,c_utils,zlib,access_token,image_framework,hiview,eventhandler,ffrt,init,input,hicollie,media_foundation,netmanager_base,drivers_interface_display,openmax,hdf_core,ability_base,ability_runtime,bundle_framework,distributed_notification_service,relational_store,resource_management,av_codec,miscdevice,drm_framework,qos_manager,config_policy,power_manager,media_library,common_event_service,call_manager,core_service,state_registry,resource_schedule_service,ffmpeg,bounds_checking_function,libxml2,libuv,data_share,ringtone_library,os_account,i18n,skia,camera_framework,drivers_interface_camera,image_effect,jsoncpp,memmgr,hiappevent,drivers_interface_lpplayer,runtime_core,json,histreamer_ext,egl,opengles	1	bounds_checking_function	0		14	2	//foundation/multimedia/player_framework/test:media_fuzz_test,//foundation/multimedia/player_framework/test:media_unit_test
multimedia	ringtone_library	foundation/multimedia/ringtone_library/bundle.json	small,standard	28	ability_base,ability_runtime,access_token,app_file_service,bundle_framework,c_utils,common_event_service,config_policy,data_share,hilog,hicollie,hisysevent,hitrace,image_framework,init,ipc,kv_store,libxml2,media_foundation,media_library,napi,player_framework,relational_store,samgr,preferences,os_account,safwk,ets_frontend	0		0		2	1	//foundation/multimedia/ringtone_library/test/unittest:test
multimedia	video_processing_engine	foundation/multimedia/video_processing_engine/bundle.json	standard	24	c_utils,graphic_2d,graphic_surface,hilog,hitrace,drivers_interface_display,ffrt,init,hdf_core,image_framework,media_foundation,napi,ipc,runtime_core,safwk,samgr,eventhandler,libxml2,skia,egl,opengles,bounds_checking_function,opencl-headers,window_manager	0		4	//foundation/multimedia/video_processing_engine/framework:videoprocessingengine,//foundation/multimedia/video_processing_engine/services:video_processing_service_group,//foundation/multimedia/video_processing_engine/interfaces/kits/taihe:video_processing_engine_taihe_gen_only,//foundation/multimedia/video_processing_engine/interfaces/kits/taihe:video_processing_engine_taihe_group	7	4	//foundation/multimedia/video_processing_engine/test:demo_test,//foundation/multimedia/video_processing_engine/test:unit_test,//foundation/multimedia/video_processing_engine/test:module_test,//foundation/multimedia/video_processing_engine/test:fuzz_test
multimodalinput	input	foundation/multimodalinput/input/bundle.json	standard	52	api_metrics,window_manager,hisysevent,start,napi,c_utils,ipc,hitrace,resource_schedule_service,eventhandler,image_framework,graphic_2d,graphic_surface,drivers_interface_input,drivers_interface_display,safwk,ability_runtime,access_token,ability_base,samgr,config_policy,hicollie,init,preferences,security_component_manager,hilog,common_event_service,data_share,relational_store,faultloggerd,ffrt,hdf_core,bounds_checking_function,icu,call_manager,libinput,screenlock_mgr,googletest,player_framework,cJSON,qos_manager,audio_framework,graphic_surface,ipc,sensor,idl_tool,runtime_core,libinput,libuv,os_account,openssl,zlib	4	libuv,libevdev,mtdev,rust	0		20	1	//foundation/multimodalinput/input:mmi_tests
notification	common_event_service	base/notification/common_event_service/bundle.json	standard	28	bundle_framework,hicollie,hisysevent,hitrace,init,ipc,access_token,safwk,ability_base,ability_runtime,eventhandler,hilog,napi,samgr,os_account,c_utils,ffrt,kv_store,config_policy,libuv,ace_engine,node,cJSON,selinux_adapter,runtime_core,json,ets_frontend,api_metrics	0		0		3	11	//base/notification/common_event_service/frameworks/core/test/unittest:unittest,//base/notification/common_event_service/frameworks/extension/test:unittest,//base/notification/common_event_service/frameworks/native/test/unittest:unittest,//base/notification/common_event_service/services/test/moduletest:moduletest,//base/notification/common_event_service/services/test/unittest:unittest,//base/notification/common_event_service/test/fuzztest:fuzztest,//base/notification/common_event_service/test/systemtest:systemtest,//base/notification/common_event_service/tools:moduletest,//base/notification/common_event_service/tools:systemtest,//base/notification/common_event_service/tools:unittest,//base/notification/common_event_service/test/benchmarktest:benchmarktest
notification	distributed_notification_service	base/notification/distributed_notification_service/bundle.json	standard	56	samgr,hitrace,napi,hilog,relational_store,data_share,device_usage_statistics,bundle_framework,time_service,safwk,media_foundation,ability_runtime,ability_base,audio_framework,common_event_service,os_account,hisysevent,hicollie,access_token,ipc,player_framework,miscdevice,image_framework,init,input,eventhandler,c_utils,runtime_core,i18n,device_manager,kv_store,ffrt,device_standby,resource_management,config_policy,screenlock_mgr,ace_engine,openssl,power_manager,dsoftbus,zlib,libuv,json,libxml2,node,icu,node,cJSON,selinux_adapter,bluetooth,resource_schedule_service,background_task_mgr,window_manager,graphic_2d,api_metrics,ets_frontend	5	libuv,libxml2,icu,json,node	0		2	16	//base/notification/distributed_notification_service/services/reminder/test/unittest:unittest,//base/notification/distributed_notification_service/services/ans/test/unittest:unittest,//base/notification/distributed_notification_service/services/distributed/test/unittest:ans_unit_test,//base/notification/distributed_notification_service/services/domain:unittest,//base/notification/distributed_notification_service/services/infrastructure:unittest,//base/notification/distributed_notification_service/services/test/moduletest:moduletest,//base/notification/distributed_notification_service/services/infrastructure/test/unittest:unittest,//base/notification/distributed_notification_service/frameworks/test/moduletest:moduletest,//base/notification/distributed_notification_service/frameworks/reminder/test/unittest:unittest,//base/notification/distributed_notification_service/frameworks/ans/test/unittest:unittest,//base/notification/distributed_notification_service/frameworks/core/test/unittest:unittest,//base/notification/distributed_notification_service/frameworks/extension/test/unittest:unittest,//base/notification/distributed_notification_service/test:systemtest,//base/notification/distributed_notification_service/tools:unittest,//base/notification/distributed_notification_service/test/bechmarktest:benchmarktest,//base/notification/distributed_notification_service/test/fuzztest:fuzztest
notification	eventhandler	base/notification/eventhandler/bundle.json	standard	11	hitrace,hilog,hichecker,napi,ffrt,c_utils,init,ipc,resource_schedule_service,runtime_core,bounds_checking_function	0		0		3	4	//base/notification/eventhandler/frameworks/eventhandler/test:unittest,//base/notification/eventhandler/frameworks/test/moduletest:moduletest,//base/notification/eventhandler/test/fuzztest:fuzztest,//base/notification/eventhandler/test/systemtest:systemtest
notification	notification_cangjie_wrapper	base/notification/notification_cangjie_wrapper/bundle.json	standard	3	cangjie_ark_interop,common_event_service,hiviewdfx_cangjie_wrapper	0		1	//base/notification/notification_cangjie_wrapper/ohos/common_event_manager:ohos.common_event_manager	2	0	
officeservice	object_editor	foundation/officeservice/object_editor/bundle.json	standard	25	hilog,c_utils,samgr,image_framework,ipc,safwk,ability_base,ability_runtime,access_token,eventhandler,napi,relational_store,resource_management,dlp_permission_service,os_account,bundle_framework,cJSON,udmf,app_file_service,common_event_service,icu,hisysevent,hitrace,init,window_manager	0		0		0	1	//foundation/officeservice/object_editor/test:test_target
ostest	wukong	test/ostest/wukong/bundle.json	standard	18	ability_base,ability_runtime,access_token,accessibility,bundle_framework,common_event_service,graphic_2d,hidumper,hisysevent,hilog,init,input,ipc,image_framework,samgr,c_utils,window_manager,libpng	0		1	//test/ostest/wukong:wukong	0	1	//test/ostest/wukong/test:unittest
powermgr	battery_lite	base/powermgr/battery_lite/bundle.json	mini,small	4	utils_lite,samgr_lite,ipc,hilog_lite	1	bounds_checking_function	2	//base/powermgr/battery_lite:batterymgr_lite,//base/powermgr/battery_lite/frameworks/js:ace_battery_kits	0	1	//base/powermgr/battery_lite/test/Interface_test:unittest
powermgr	battery_manager	base/powermgr/battery_manager/bundle.json	standard	38	ability_base,ability_runtime,access_token,audio_framework,bundle_framework,common_event_service,config_policy,cJSON,c_utils,drivers_interface_battery,drivers_interface_display,drivers_interface_input,drivers_interface_light,eventhandler,ffrt,graphic_surface,hdf_core,hicollie,hisysevent,hilog,ipc,init,libdrm,libpng,media_foundation,miscdevice,napi,player_framework,power_manager,runtime_core,safwk,samgr,ui_lite,graphic_utils_lite,input,distributed_notification_service,i18n,image_framework	0		0		3	8	//base/powermgr/battery_manager/test:battery_frameworks_unittest,//base/powermgr/battery_manager/test:battery_unittest,//base/powermgr/battery_manager/test:battery_systemtest,//base/powermgr/battery_manager/test:battery_fuzzertest,//base/powermgr/battery_manager/test:battery_benchmarktest,//base/powermgr/battery_manager/test:battery_apitest,//base/powermgr/battery_manager/frameworks/ets/taihe:battery_manager_taihe_test,//base/powermgr/battery_manager/tools:cli_test_group
powermgr	battery_statistics	base/powermgr/battery_statistics/bundle.json	standard	22	ability_base,ability_runtime,battery_manager,bluetooth,call_manager,common_event_service,config_policy,cJSON,c_utils,display_manager,eventhandler,hicollie,hisysevent,hilog,ipc,napi,os_account,power_manager,runtime_core,safwk,samgr,wifi	0		0		3	12	//base/powermgr/battery_statistics/test:unittest,//base/powermgr/battery_statistics/test:fuzztest,//base/powermgr/battery_statistics/test:systemtest,//base/powermgr/battery_statistics/frameworks/ets/taihe:batterystats_taihe_test,//base/powermgr/battery_statistics/test/fuzztest/dump_fuzzer:fuzztest,//base/powermgr/battery_statistics/test/fuzztest/onremotedied_fuzzer:fuzztest,//base/powermgr/battery_statistics/test/fuzztest/isvalidjsonstring_fuzzer:fuzztest,//base/powermgr/battery_statistics/test/fuzztest/isvalidjsonstringandnoempty_fuzzer:fuzztest,//base/powermgr/battery_statistics/test/fuzztest/isvalidjsonnumber_fuzzer:fuzztest,//base/powermgr/battery_statistics/test/fuzztest/batterystatsclient_fuzzer:fuzztest,//base/powermgr/battery_statistics/test/fuzztest/getcount_fuzzer:fuzztest,//base/powermgr/battery_statistics/test/fuzztest/reset_fuzzer:fuzztest
powermgr	display_manager	base/powermgr/display_manager/bundle.json	standard	23	ability_base,ability_runtime,cJSON,c_utils,data_share,ets_runtime,eventhandler,ffrt,graphic_2d,hicollie,hisysevent,hiview,hilog,ipc,image_framework,napi,power_manager,runtime_core,safwk,samgr,sensor,skia,window_manager	0		0		2	6	//base/powermgr/display_manager/state_manager/test:displaymgr_coverage_test,//base/powermgr/display_manager/state_manager/test:displaymgr_fuzztest,//base/powermgr/display_manager/state_manager/test:systemtest,//base/powermgr/display_manager/brightness_manager/test:brightness_manager_test,//base/powermgr/display_manager/state_manager/frameworks/ets/taihe:display_manager_taihe_test,//base/powermgr/display_manager/tools/ohos-displayManager:ohos-displayManager-cli-test
powermgr	power_manager	base/powermgr/power_manager/bundle.json	standard	39	ability_base,ability_runtime,access_token,battery_manager,cJSON,common_event_service,config_policy,c_utils,data_share,display_manager,drivers_interface_power,ets_runtime,eventhandler,ffrt,graphic_2d,hdf_core,hicollie,hisysevent,hitrace,hiview,hilog,init,input,ipc,image_framework,libxml2,napi,os_account,runtime_core,safwk,samgr,sensor,device_standby,window_manager,miscdevice,bundle_framework,resource_schedule_service,selinux_adapter,api_metrics	0		0		11	6	//base/powermgr/power_manager/test:apitest,//base/powermgr/power_manager/test:unittest,//base/powermgr/power_manager/test:fuzztest,//base/powermgr/power_manager/test:systemtest,//base/powermgr/power_manager/tools/ohos-powerManager/tests:cli-test,//base/powermgr/power_manager/frameworks/ets/taihe:power_manager_taihe_test
powermgr	powermgr_cangjie_wrapper	base/powermgr/powermgr_cangjie_wrapper/bundle.json	standard	2	cangjie_ark_interop,battery_manager	0		1	//base/powermgr/powermgr_cangjie_wrapper/ohos/battery_info:ohos.battery_info	2	0	
powermgr	powermgr_lite	base/powermgr/powermgr_lite/bundle.json	mini,small	5	utils_lite,samgr_lite,ipc,hilog_lite,window_manager_lite	1	bounds_checking_function	1	//base/powermgr/powermgr_lite:powermgr_lite	1	1	//base/powermgr/powermgr_lite/test/Interface_test:unittest
